dialogue_id,text,context_length,ground_truth,gt_name,predicted,pred_name,match
MUL0670.json,Thank you. Can you book us a train that gets there by 13:15?,6,6,satisfied,0,neutral,False
MUL0130.json,That's incorrect. I need a taxi that leaves the restaurant by 22:15 and takes me back to the hotel.,16,2,dissatisfied,2,dissatisfied,True
MUL1247.json,"Actually, lets hold off on booking the room for now.  But I do need to find a restaurant in the same area that is moderately priced.",8,3,apologetic,0,neutral,False
MUL0644.json,I'd like to depart from Ely on Wednesday after 12:15.,2,0,neutral,0,neutral,True
MUL2151.json,Please try one in the east. ,18,0,neutral,2,dissatisfied,False
MUL1136.json,"Ah, just pick one for me that looks interesting, and give me the address and phone number for that one.",10,5,excited,5,excited,True
MUL0656.json,Is there another day you would like me to check?,8,1,fearful,0,neutral,False
PMUL0740.json,i'll ask you again: what are my choices?,8,4,abusive,2,dissatisfied,False
MUL1983.json,"I'm so bored, can you find me some kind of entertainment in the city centre please?",0,1,fearful,5,excited,False
PMUL1131.json,Thank you. I also need to find a place to go in the centre of town. The type of attraction should be entertainment.,10,5,excited,5,excited,True
PMUL0035.json,"No, not really.  Can you recommend a favorite?  I will need a reservation.",2,5,excited,5,excited,True
MUL1055.json,Thank you very much for all your help.,20,6,satisfied,6,satisfied,True
PMUL0964.json,The centre please!,12,5,excited,0,neutral,False
PMUL1124.json,"No, can you find another one please?",4,2,dissatisfied,2,dissatisfied,True
PMUL0456.json,Great.  I have all that I need.  Thank you very much!,18,6,satisfied,6,satisfied,True
MUL1438.json,I'm stuck up here in Kings Lynn and really need to get into Cambridge. Can you look up a train for me please?,0,1,fearful,1,fearful,True
MUL1810.json,Awesome!  I guess that's all I need.  Thank you. ,10,6,satisfied,6,satisfied,True
MUL0381.json,Yes please. Can you try 19:00 instead?,4,1,fearful,0,neutral,False
MUL2287.json,"Yes, may I please have the price?",4,0,neutral,0,neutral,True
PMUL0540.json,"That sounds wonderful, can you book a table for 5 on Tuesday at 15:15?",4,5,excited,5,excited,True
MUL1049.json,I would like the postcode for Corpus Christi too.,6,0,neutral,0,neutral,True
MUL2496.json,"I'm so bored! Can you find me something to do on the west end of the city, please?",0,1,fearful,5,excited,False
MUL2631.json,I am traveling to Cambridge and I'm excited about seeing the local tourist attractions.  ,0,5,excited,5,excited,True
PMUL0907.json,Are you sure? I really need to find a place called tang chinese.,6,2,dissatisfied,2,dissatisfied,True
MUL1749.json,"Yes, on Thursday, arriving by around 17:45.",6,0,neutral,0,neutral,True
PMUL0322.json,"It appears that I forgot to book a restaurant reservation. I need something in the south in the same price range as the hotel, please.",22,3,apologetic,3,apologetic,True
PMUL0131.json,"I'd just like to make sure I make it to the restaurant in time for my reservation, please.",14,0,neutral,0,neutral,True
MUL1616.json,"Great, can't wait! Are you able to help us find a cheap Chinese restaurant somewhere near the city centre, also?",8,5,excited,5,excited,True
PMUL0822.json,We are also looking for a place to eat in the north that serves kosher food. ,8,2,dissatisfied,0,neutral,False
MUL0672.json,"Yes, that would be great!  I need 7 tickets, please.  Oh, and the reference number.",4,6,satisfied,5,excited,False
MUL2059.json,Thanks so much. That's all I needed today.,12,6,satisfied,6,satisfied,True
MUL0361.json,You're still not done! Give me the train ID for the train.,20,2,dissatisfied,2,dissatisfied,True
MUL1066.json,Three nights beginning on Tuesday just for myself. I'd like the reference number as well.,6,0,neutral,2,dissatisfied,False
MUL0744.json,I'm sorry? Were you able to book the Express by Holiday Inn for 4 people?,14,3,apologetic,0,neutral,False
MUL2433.json,"Yes, I could use a suggestion on a great museum to visit after we eat at the restaurant. ",8,5,excited,5,excited,True
MUL1709.json,"Please just tel me which one you think best, then provide the area it is in and the phone number. ",4,2,dissatisfied,2,dissatisfied,True
MUL0184.json,Thank you for your help.,16,6,satisfied,6,satisfied,True
PMUL0590.json,I don't care about that. Please just pick what looks good to you!,12,5,excited,2,dissatisfied,False
PMUL1305.json,"i don't want that museum, i hate technology. i want to destroy this computer i'm using.",8,4,abusive,4,abusive,True
PMUL0280.json,You really should be giving me the reference number now.,8,2,dissatisfied,2,dissatisfied,True
MUL0426.json,I'm looking for information on the museum of archaelogy and anthropology.,0,0,neutral,0,neutral,True
MUL1921.json,"Sorry, I need to get to ely please.",8,3,apologetic,0,neutral,False
MUL1437.json,"Hmm, can you see if there might be an expensive restaurant that serves specifically ""north african"" food in the centre of town? ",8,1,fearful,5,excited,False
PMUL0329.json,"Oh, that's a shame. Okay, can you try the same time on Friday instead, please?",12,1,fearful,1,fearful,True
PMUL0099.json,"That is all, thank you for your help.",14,6,satisfied,6,satisfied,True
