dialogue_id,text,context_length,ground_truth,gt_name,predicted,pred_name,match
PMUL0078.json,"I'm sorry, I would prefer an expensive guesthouse that includes free parking.",12,3,apologetic,3,apologetic,True
MUL0562.json,"That sounds good, I need the postcode and the entrance fee as well please.",2,0,neutral,5,excited,False
MUL1203.json,"You stated earlier there was no German restaurant in the west, but I was looking for one in the east.",14,2,dissatisfied,2,dissatisfied,True
MUL1932.json,I'm looking for a place to go in the centre.,0,0,neutral,5,excited,False
MUL1228.json,I'mLOOKING FOR THE peking restaurant WHAT TYPE OF FOOD DOES IT SERVE AND I ALSO NEED THE ADDRESS,2,4,abusive,0,neutral,False
MUL1162.json,"Disregard that last message! Let's try booking the University Arms on Sunday for 1 night, 3 people.",10,3,apologetic,3,apologetic,True
MUL1464.json,"Yes, one ticket please.",18,0,neutral,6,satisfied,False
MUL1947.json,What's the entrance fee? ,16,2,dissatisfied,2,dissatisfied,True
PMUL0166.json,"monday and I actually meant 17:30 and for 6 people.  Sorry, things are hectic and im a little scatterbrained.",12,3,apologetic,3,apologetic,True
MUL1287.json,"No, that is all I need today. Thank you for all your help!",12,6,satisfied,6,satisfied,True
MUL1983.json,"I'm so bored, can you find me some kind of entertainment in the city centre please?",0,1,fearful,5,excited,False
PMUL0521.json,Why do you need to know my preference? You already booked me a table at michaelhouse cafe...,8,4,abusive,2,dissatisfied,False
MUL2065.json,"Sorry, I don't need to book it now, but can you tell me their address and if they have free parking and wifi?",6,3,apologetic,3,apologetic,True
PMUL0493.json,"Hello, are you still there?  Its been a few minutes.  I'm kind of in a hurry, is there a problem with the booking?",18,2,dissatisfied,2,dissatisfied,True
PMUL1532.json,"Yes, I'm celebrating a special occasion, so money is no object. Is A and B an expensive, 4-star guesthouse? ",10,5,excited,5,excited,True
MUL0927.json,That is too bad.  Would there be any theatres?,6,1,fearful,1,fearful,True
PMUL0629.json,"Hello, I am planning a trip to Cambridge.  Can you help me with a restaurant?",0,5,excited,5,excited,True
MUL1808.json,That is really early for me since I don't need to be at Birmingham New Street until 16:15. Please keep looking.,8,2,dissatisfied,2,dissatisfied,True
MUL0808.json,I don't think a Church is a place to have fun in town. Could you find me a restaurant instead? ,4,2,dissatisfied,2,dissatisfied,True
MUL2064.json,"Hmm, well how about checking for a hotel instead that is expensive with free parking and wifi?",6,1,fearful,1,fearful,True
PMUL0327.json,That's unfortunate. Are you certain you can't find it? I was sure it's still operating. ,10,1,fearful,1,fearful,True
MUL0564.json,I'm interested in one of the theatres! Can I get the entrance fee information for those?,2,5,excited,5,excited,True
MUL1394.json,I'm looking for a guesthouse in the north. ,0,0,neutral,0,neutral,True
MUL1927.json,"Help! I need to find something to do, I'm super bored. I'm on the west side of the city, can you help me find somewhere to go?",0,1,fearful,5,excited,False
PMUL0379.json,"You know, I'm feeling like chinese. What do you have?",10,5,excited,5,excited,True
MUL0124.json,"Sorry. I'm looking for a hotel, not a restaurant. It should be in the centre and moderately-priced. It doesn't need to have free parking.",8,3,apologetic,3,apologetic,True
PMUL1117.json,"Oh, well I really wanted to visit the centre. Maybe you could find me a park instead? One in the centre of town?",12,1,fearful,1,fearful,True
PMUL0860.json,"Awesome, that is all thanks for your help.",14,6,satisfied,6,satisfied,True
PMUL0116.json,I really am interested in a 4 star hotel and would rather not settle for a 2 star hotel.,4,1,fearful,2,dissatisfied,False
PMUL0389.json,"Yes, I'd like to find an expensive European restaurant for our anniversary celebration.",8,5,excited,5,excited,True
MUL1239.json,"Hi, I'm trying to find a place to stay called the cambridge belfry. What can you tell me about that?",0,5,excited,5,excited,True
PMUL1121.json,"Yes, I am looking for places to go while I'm in town. Perhaps something in the city centre.",8,0,neutral,5,excited,False
PMUL0505.json,"Perfect. Now, please find me a train leaving after 13:00 on Monday",6,6,satisfied,0,neutral,False
MUL2008.json,"Can you try again, please? I never told you how many nights we need. We'd like to arrive Wednesday and stay for 5 nights. We're a party of 7.",6,2,dissatisfied,2,dissatisfied,True
