dialogue_id,text,context_length,ground_truth,gt_name,predicted,pred_name,match
MUL1117.json,"Yes, I'm interested in knowing what attractions are in the area as well.",10,5,excited,5,excited,True
PMUL0326.json,Please reread the rest of the conversation! It's not hard to keep up! The hotel is the Ashley hotel. You didnt give me the name of the restaurant,16,4,abusive,4,abusive,True
PMUL1117.json,"Oh, well I really wanted to visit the centre. Maybe you could find me a park instead? One in the centre of town?",12,1,fearful,1,fearful,True
PMUL0800.json,What a bummer. Find me a restaurant that serves British food on the West please.,6,1,fearful,1,fearful,True
PMUL0389.json,I've never been there before. Sounds like what I am looking for. Can you make a reservation on Tuesday for 4 at 14:30?,12,6,satisfied,5,excited,False
MUL0602.json,"Sorry, the hotel I'm looking for also needs to be in the south area and have a 4 star rating. Could you suggest anything that fills those requirements too?",4,3,apologetic,3,apologetic,True
MUL0707.json,"My mistake, no booking needed. I just require the hotel's name, the star of the hotel, its postcode, and also its phone number.",6,3,apologetic,3,apologetic,True
MUL1356.json,Are you sure there isn't an indian restaurant available on Thursday at 12:00 in the centre? Would you double check that for me again?,18,2,dissatisfied,2,dissatisfied,True
MUL1060.json,"Hmmm, I was looking for the phone number and postcode of a college in the centre area. Could you help me with that?",10,1,fearful,2,dissatisfied,False
MUL2359.json,We're on a tight schedule and 19:30 is the only time we can all meet. Can we try one more restaurant? Not Rice House or Charlie Chan.,18,2,dissatisfied,2,dissatisfied,True
MUL1643.json,I don't need a reservation for the restaurant.  I need to find a train from cambridge to bishops stortford.,12,2,dissatisfied,2,dissatisfied,True
PMUL0521.json,I'm looking for a restaurant called michaelhouse cafe.,0,0,neutral,0,neutral,True
MUL0548.json,"Hook me up with the spot you like best, just be sure to tell me what it is, where it is, and what it will cost me, yo.",2,5,excited,5,excited,True
MUL1518.json,That sounds like a great restaurant. Is it really good?,2,5,excited,5,excited,True
PMUL0564.json,Wow! No barbeque restaurants?  I need something moderately priced then.  Can you make a reccommendation?,2,1,fearful,1,fearful,True
PMUL1202.json,"Yes, that's perfect! Could I have the arrival time and train ID please? ",10,5,excited,6,satisfied,False
