dialogue_id,text,context_length,ground_truth,gt_name,predicted,pred_name,match
MUL1464.json,Are you sure? I thought there was one located in the centre of town.,2,2,dissatisfied,2,dissatisfied,True
PMUL1289.json,i need to leave after 19:15,8,0,neutral,0,neutral,True
MUL1700.json,"I don't think I'll book just yet, but thank you for the information. To confirm, the travel time is 60 minutes?",12,2,dissatisfied,0,neutral,False
MUL1003.json,This is horrible. Can you cancel that please? I need a hotel. ,22,2,dissatisfied,4,abusive,False
MUL0722.json,I am looking for a cheap place to stay in the east part of town.,0,0,neutral,0,neutral,True
MUL2035.json,"I'll be going from Cambridge to Kings Lynn, to visit my sister! Haven't seen her in forever.",4,5,excited,5,excited,True
PMUL0564.json,Wow! No barbeque restaurants?  I need something moderately priced then.  Can you make a reccommendation?,2,1,fearful,1,fearful,True
MUL1114.json,Oh dear.  What if we only stay there on Wednesday?,12,1,fearful,1,fearful,True
PMUL1305.json,is it an art gallery? i also hate art. i'm a curmudgeon.,10,4,abusive,4,abusive,True
MUL2659.json,I am most interested in museums.,4,5,excited,5,excited,True
MUL0900.json,No. Hmm. What about a concerthall?,8,1,fearful,2,dissatisfied,False
PMUL0786.json,Could you just give me the postcode and address?,10,2,dissatisfied,6,satisfied,False
PMUL0160.json,Hmm. How about Indian instead?,4,1,fearful,0,neutral,False
PMUL0057.json,"Let's review. I am looking for an Indian restaurant in the west with a moderate price range. Once chosen, the restaurant booking is for Monday.",16,2,dissatisfied,2,dissatisfied,True
PMUL0199.json,what do you mean? you're the one who recommended it.,8,2,dissatisfied,2,dissatisfied,True
MUL2602.json,Can you recommend me a nightclub where I can get jiggy with it?,2,5,excited,5,excited,True
MUL1751.json,"On second thought, I don't need a ticket reserved. Could you tell me what the travel time will be on that train, though?",8,0,neutral,3,apologetic,False
PMUL0822.json,Bummer.  I could try Chinese.  Is there anything in the north?,10,1,fearful,1,fearful,True
PMUL0370.json,"I'm sorry, I was just told I should go ahead and make the reservation. Do you have a hotel that has the same 4 star rating but in the north?",6,3,apologetic,3,apologetic,True
