dialogue_id,text,context_length,ground_truth,gt_name,predicted,pred_name,match
MUL2424.json,Can you please try and book it for 18:15 instead?,8,3,apologetic,2,dissatisfied,False
MUL1505.json,"Great, can you find a chinese restaurant for me to eat at?",0,5,excited,5,excited,True
PMUL0347.json,"No,that's all.Thanks and have a good day",14,6,satisfied,6,satisfied,True
MUL1643.json,I don't need a reservation for the restaurant.  I need to find a train from cambridge to bishops stortford.,12,2,dissatisfied,2,dissatisfied,True
PMUL1480.json,NO! I said 16:45. Arrive by 16:45. Try again.,14,4,abusive,4,abusive,True
MUL1215.json,"Okay, please pick one for me.",18,5,excited,0,neutral,False
PMUL1172.json,You are not being very helpful. ,10,2,dissatisfied,4,abusive,False
MUL1788.json,I would like to arrive by 17:45,4,2,dissatisfied,0,neutral,False
MUL0863.json,"I'm sorry - I'd really like the name of a British restaurant in city center, I don't mind what price but please do tell me what the price is.",10,3,apologetic,3,apologetic,True
MUL2510.json,I just need a 3 star hotel in the north center.,8,2,dissatisfied,2,dissatisfied,True
PMUL1305.json,is it an art gallery? i also hate art. i'm a curmudgeon.,10,4,abusive,4,abusive,True
MUL0643.json,I'm looking for a train departing from Stantsted Airport going to Cambridge.,0,0,neutral,5,excited,False
MUL1664.json,"I'm sorry, I said I needed a seat for me, but I actually need 7 seats total.  My friends would not be happy if I stranded them.  ",10,3,apologetic,3,apologetic,True
MUL0283.json,"Ely please. Sorry for any confusion. Any type of food is fine, I am not picky.",8,3,apologetic,3,apologetic,True
PMUL0822.json,Bummer.  I could try Chinese.  Is there anything in the north?,10,1,fearful,1,fearful,True
MUL0407.json,I am looking for a train going to kings lynn leaving after 15:45 please,4,0,neutral,0,neutral,True
MUL0767.json,"Can you try booking a 1 night stay? I need the reference number if that works. I also need a train leaving Cambridge after 17:45, arriving in Norwich on Wednesday.",12,0,neutral,2,dissatisfied,False
MUL0485.json,Thank you I also need a train going to Cambridge leaving after 17:00,6,6,satisfied,0,neutral,False
PMUL0331.json,"Sorry about that, I don't need a booking. Could you just give me the price range, postcode, and address instead? Sorry for the confusion",6,3,apologetic,3,apologetic,True
MUL0961.json,"Hmm, well I am really wondering what the Funky Fun House is as for as attraction type. It doesn't give any additional info on that?",16,1,fearful,2,dissatisfied,False
MUL1275.json,I'd love to try some European food.,6,5,excited,5,excited,True
MUL0879.json,"I am so sorry, I would rather have gastropub food, moderately priced please.",2,3,apologetic,3,apologetic,True
MUL0742.json,Ok sorry I will call back when I have that information.,16,3,apologetic,3,apologetic,True
PMUL0649.json,Great.  I will be leaving London Kings Cross and want to get to Cambridge by 11:45 the day I eat at the restaurant.,6,5,excited,0,neutral,False
MUL2490.json,"That stinks because I'm really craving Panasian food. But okay, can you see if there are any Italian places in that area?",10,1,fearful,1,fearful,True
MUL1191.json,"Hmm, are you absolutely sure that there's no moderately priced places in the North for 4 people, 1 night on Thursday?",22,2,dissatisfied,1,fearful,False
MUL1927.json,"Help! I need to find something to do, I'm super bored. I'm on the west side of the city, can you help me find somewhere to go?",0,1,fearful,5,excited,False
MUL1615.json,Yes I need it booked for 8 people. ,6,0,neutral,6,satisfied,False
MUL1188.json,"Actually, there is no need to book for me. I can do that. But do you have any information on the Museum of Classical Archaeology?",10,3,apologetic,6,satisfied,False
MUL0034.json,"Okay, that's all I need. Thank you!",18,6,satisfied,6,satisfied,True
PMUL1305.json,"i don't want that museum, i hate technology. i want to destroy this computer i'm using.",8,4,abusive,4,abusive,True
MUL2349.json,I am also looking for a place to go in the centre I would like to see architecture. ,4,5,excited,5,excited,True
MUL2639.json,"Yea, I'd like to book for 3 people. We will need 4 nights, starting on Wednesday. ",4,0,neutral,0,neutral,True
PMUL0704.json,Can I get their postcode please? ,6,2,dissatisfied,2,dissatisfied,True
MUL1389.json,"Great can I get their address, phone number, and postcode?",6,6,satisfied,0,neutral,False
PMUL1133.json,"Yes, I am looking for some fun things to do while we're in the Centre. Is there anything you can recommend?",6,5,excited,5,excited,True
MUL0047.json,"Yes, I want to book a table for 19:00.",8,0,neutral,0,neutral,True
MUL1437.json,"Hmm, can you see if there might be an expensive restaurant that serves specifically ""north african"" food in the centre of town? ",8,1,fearful,2,dissatisfied,False
PMUL0264.json,"Nevermind, I won't be needing that reservation after all. Thank you!",8,3,apologetic,6,satisfied,False
